> am
      wald.accepts       p.vals gen.wald.accepts   gen.p.vals within.ests pooled.ests agreements       R.sq Tt rho.lag samplesize
 [1,]           42 3.539062e-01               44 4.057081e-01   0.6808509   0.7416587         46 0.12959874  5     0.6        100
 [2,]           15 8.116643e-02               25 1.345729e-01   0.6845732   0.7519178         38 0.13174486  5     0.6        500
 [3,]            2 1.328973e-02                6 3.133784e-02   0.6832200   0.7528897         46 0.12864084  5     0.6       1000
 [4,]           19 1.149325e-01               26 1.451021e-01   0.6986728   0.8902082         43 0.07651426  5     0.9        100
 [5,]            0 2.447469e-05                0 5.156661e-04   0.6989559   0.9024407         50 0.07448911  5     0.9        500
 [6,]            0 1.222928e-06                0 2.115990e-05   0.6958031   0.8983732         50 0.07321467  5     0.9       1000
 [7,]           22 1.222209e-01               45 3.462006e-01   0.7123428   0.7523379         25 0.33246323 10     0.6        100
 [8,]            0 4.071448e-04               27 9.446245e-02   0.7193078   0.7552009         23 0.33776123 10     0.6        500
 [9,]            0 2.325277e-09                0 4.596188e-03   0.7197939   0.7600298         50 0.34022891 10     0.6       1000
[10,]            0 1.706184e-04                6 1.735686e-02   0.7708236   0.9114120         44 0.35772674 10     0.9        100
[11,]            0 0.000000e+00                0 1.986253e-07   0.7736856   0.9003697         50 0.35737607 10     0.9        500
[12,]            0 0.000000e+00                0 1.442398e-08   0.7736310   0.9029428         50 0.36060897 10     0.9       1000
> cbind(pow, am[, c(9,10,11)])
      wald.accepts gen.wald.accepts Tt rho.lag samplesize
 [1,]         0.16             0.12  5     0.6        100
 [2,]         0.70             0.50  5     0.6        500
 [3,]         0.96             0.88  5     0.6       1000

 [4,]         0.62             0.48  5     0.9        100
 [5,]         1.00             1.00  5     0.9        500
 [6,]         1.00             1.00  5     0.9       1000

 [7,]         0.56             0.10 10     0.6        100
 [8,]         1.00             0.46 10     0.6        500
 [9,]         1.00             1.00 10     0.6       1000

[10,]         1.00             0.88 10     0.9        100
[11,]         1.00             1.00 10     0.9        500
[12,]         1.00             1.00 10     0.9       1000
