# B = 100 and only normal wald test
> sim.all.bootys
      accepts       p.vals within.ests pooled.ests            
 [1,]      77 3.210063e-01    1.677352    1.743848  5 0.6  100
 [2,]      39 9.691896e-02    1.684319    1.749483  5 0.6  500
 [3,]       3 7.274633e-03    1.683231    1.747028  5 0.6 1000
 [4,]      64 1.788880e-01    1.752637    1.938196  5 0.9  100
 [5,]       0 7.990202e-04    1.757619    1.938015  5 0.9  500
 [6,]       0 1.743784e-05    1.757495    1.936818  5 0.9 1000
 [7,]      55 1.869707e-01    1.701638    1.730950 10 0.6  100
 [8,]       5 1.307547e-02    1.707739    1.735006 10 0.6  500
 [9,]       0 7.545333e-06    1.705549    1.732825 10 0.6 1000
[10,]       5 1.274099e-02    1.822909    1.927291 10 0.9  100
[11,]       0 4.082304e-11    1.832615    1.927692 10 0.9  500
[12,]       0 0.000000e+00    1.831983    1.927806 10 0.9 1000

# B = 500 both wald and gen.wald tests
> sim.results
      wald.accepts       p.vals gen.wald.accepts    gen.p.vals within.ests pooled.ests Tt rho.lag samplesize
 [1,]          390 2.921935e-01              419  3.251075e-01    1.685064    1.749889  5     0.6        100
 [2,]          100 4.156185e-02              165  6.463646e-02    1.688143    1.753163  5     0.6        500
 [3,]            5 3.629721e-03               19  8.165319e-03    1.688437    1.754641  5     0.6       1000
 [4,]          239 1.283404e-01              270  1.429608e-01    1.754846    1.932834  5     0.9        100
 [5,]            0 1.551656e-04                0  3.143238e-04    1.758196    1.932827  5     0.9        500
 [6,]            0 8.581544e-08                0  2.855317e-07    1.757688    1.933672  5     0.9       1000
 [7,]          318 2.079125e-01              453  3.596502e-01    1.712225    1.743860 10     0.6        100
 [8,]            7 3.820107e-03              222  7.290103e-02    1.708722    1.739787 10     0.6        500
 [9,]            0 9.675136e-06               15  8.887384e-03    1.710065    1.741398 10     0.6       1000
[10,]           25 1.047758e-02               64  2.377355e-02    1.836613    1.929554 10     0.9        100
[11,]            0 2.736731e-13                0  6.206939e-09    1.838389    1.929033 10     0.9        500
[12,]            0 0.000000e+00                0 -1.053731e-08    1.838925    1.929360 10     0.9       1000
# above accepts divided by B = 500 to get correct ratio
> cbind(sim.results[, 1] / 500, sim.results[, 2], sim.results[, 3] / 500, sim.results[, 4:9])
      wald.accepts       p.vals gen.wald.accepts    gen.p.vals within.ests pooled.ests Tt rho.lag samplesize
 [1,] 0.780        2.921935e-01            0.838  3.251075e-01    1.685064    1.749889  5     0.6        100
 [2,] 0.200        4.156185e-02            0.330  6.463646e-02    1.688143    1.753163  5     0.6        500
 [3,] 0.010        3.629721e-03            0.038  8.165319e-03    1.688437    1.754641  5     0.6       1000
 [4,] 0.478        1.283404e-01            0.540  1.429608e-01    1.754846    1.932834  5     0.9        100
 [5,] 0.000        1.551656e-04            0.000  3.143238e-04    1.758196    1.932827  5     0.9        500
 [6,] 0.000        8.581544e-08            0.000  2.855317e-07    1.757688    1.933672  5     0.9       1000
 [7,] 0.636        2.079125e-01            0.906  3.596502e-01    1.712225    1.743860 10     0.6        100
 [8,] 0.014        3.820107e-03            0.444  7.290103e-02    1.708722    1.739787 10     0.6        500
 [9,] 0.000        9.675136e-06            0.030  8.887384e-03    1.710065    1.741398 10     0.6       1000
[10,] 0.050        1.047758e-02            0.128  2.377355e-02    1.836613    1.929554 10     0.9        100
[11,] 0.000        2.736731e-13            0.000  6.206939e-09    1.838389    1.929033 10     0.9        500
[12,] 0.000        0.000000e+00            0.000 -1.053731e-08    1.838925    1.929360 10     0.9       1000
